FF PRISMP-40503-45	PRISMP	AU2958A	40503	3.296969696969697	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF PRISMP-40793-45	PRISMP	AU2958A	40793	3.296969696969697	Jet-01,Jet-02,Jet-03,Jet-04,Jet-07,Jet-08,Jet-09,Jet-10
FF PROVT-40973-61	PROVT	AU7614-BKAN	40973	1.8665650019062145	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF PROVT-NDWR-40973-61	PROVT-NDWR	AUSR7980	40973	1.8665650019062145	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF PROVT-WD-41117-66	PROVT-WD	AU7614CLG-186	41117	1.725158562367865	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF PROVTP-41118-61	PROVTP	AU7614-CGAN	41118	1.8665650019062145	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TAFFETAGMW-38709-63	TAFFETAGMW	AU4583 210	38709	2.1587301587301586	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAGMW-39329-63	TAFFETAGMW	AU4583 210	39329	2.1587301587301586	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHHS-38712-55	TAFFETAHHS	AU4583 210	38712	2.4727272727272727	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-38709-67	TAFFETAHP	AU4583	38709	2.0298507462686564	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-38712-60	TAFFETAHP	AU4583 210	38712	2.2666666666666666	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-38712-67	TAFFETAHP	AU4583	38712	2.0298507462686564	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-39329-58	TAFFETAHP	AU4583 210	39329	2.3448275862068964	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-39329-67	TAFFETAHP	AU4583	39329	2.0298507462686564	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-39626-63	TAFFETAHP	AU4583	39626	2.1587301587301586	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-39682-63	TAFFETAHP	AU4583	39682	2.1587301587301586	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-39749-50	TAFFETAHP	AU4583 210	39749	2.72	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-39749-65	TAFFETAHP	AU4583	39749	2.0923076923076924	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-39869-50	TAFFETAHP	AU4583 210	39869	2.72	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-39869-65	TAFFETAHP	AU4583	39869	2.0923076923076924	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-39894-60	TAFFETAHP	AU4583 210	39894	2.2666666666666666	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-40509-67	TAFFETAHP	AU4583	40509	2.0298507462686564	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-40512-67	TAFFETAHP	AU4583	40512	2.0298507462686564	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHP-41026-67	TAFFETAHP	AU4583	41026	2.0298507462686564	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHPP-39619-55	TAFFETAHPP	AU4583 210	39619	2.4727272727272727	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHPP-39619-63	TAFFETAHPP	AU4583 210	39619	2.1587301587301586	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHPP-40356-55	TAFFETAHPP	AU4583 210	40356	2.4727272727272727	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TAFFETAHPP-40356-63	TAFFETAHPP	AU4583 210	40356	2.1587301587301586	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-39066-48	TR570B	AU4398	39066	2.55	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39066-52	TR570B	AU2958A	39066	2.353846153846154	Jet-01,Jet-02,Jet-03,Jet-04,Jet-07,Jet-08,Jet-09,Jet-10
FF TR570B-39066-59	TR570B	AU2958A	39066	2.074576271186441	Jet-01,Jet-02,Jet-03,Jet-04,Jet-07,Jet-08,Jet-09,Jet-10
FF TR570B-39066-60	TR570B	AU2958A	39066	2.04	Jet-01,Jet-02,Jet-03,Jet-04,Jet-07,Jet-08,Jet-09,Jet-10
FF TR570B-39074-48	TR570B	AU4398	39074	2.55	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39074-52	TR570B	AU2958A	39074	2.353846153846154	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39074-59	TR570B	AU2958A	39074	2.074576271186441	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39074-60	TR570B	AU2958A	39074	2.04	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39226-48	TR570B	AU4398	39226	2.55	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39226-52	TR570B	AU2958A	39226	2.353846153846154	Jet-01,Jet-02,Jet-03,Jet-04,Jet-07,Jet-08,Jet-09,Jet-10
FF TR570B-39226-60	TR570B	AU2958A	39226	2.04	Jet-01,Jet-02,Jet-03,Jet-04,Jet-07,Jet-08,Jet-09,Jet-10
FF TR570B-39226-62	TR570B	AU4398	39226	1.9741935483870965	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-39226-64	TR570B	AU4398	39226	1.9124999999999999	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-39226-66	TR570B	AU4398	39226	1.8545454545454547	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-39472-48	TR570B	AU4398	39472	2.55	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39472-60	TR570B	AU2958A	39472	2.04	Jet-01,Jet-02,Jet-03,Jet-04,Jet-07,Jet-08,Jet-09,Jet-10
FF TR570B-39472-66	TR570B	AU4398	39472	1.8545454545454547	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39635-48	TR570B	AU4398	39635	2.55	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39635-52	TR570B	AU2958A	39635	2.353846153846154	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39635-62	TR570B	AU4398	39635	1.9741935483870965	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39635-64	TR570B	AU4398	39635	1.9124999999999999	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39635-66	TR570B	AU4398	39635	1.8545454545454547	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39668-62	TR570B	AU4398	39668	1.9741935483870965	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39669-62	TR570B	AU4398	39669	1.9741935483870965	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39777-48	TR570B	AU4398	39777	2.55	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-39777-52	TR570B	AU2958A	39777	2.353846153846154	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-39777-60	TR570B	AU2958A	39777	2.04	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-39777-61	TR570B	AU2958A	39777	2.0065573770491802	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-39777-62	TR570B	AU4398	39777	1.9741935483870965	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-39777-64	TR570B	AU4398	39777	1.9124999999999999	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-39777-66	TR570B	AU4398	39777	1.8545454545454547	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-39789-48	TR570B	AU4398	39789	2.55	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39789-52	TR570B	AU2958A	39789	2.353846153846154	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39789-56	TR570B	AU2958A	39789	2.1857142857142855	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39789-59	TR570B	AU2958A	39789	2.074576271186441	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39789-60	TR570B	AU2958A	39789	2.04	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39789-61	TR570B	AU2958A	39789	2.0065573770491802	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39789-62	TR570B	AU4398	39789	1.9741935483870965	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39789-64	TR570B	AU4398	39789	1.9124999999999999	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-39789-66	TR570B	AU4398	39789	1.8545454545454547	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-40109-60	TR570B	AU2958A	40109	2.04	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-40266-62	TR570B	AU4398	40266	1.9741935483870965	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570B-D-39226-66	TR570B-D	AU7529	39226	1.8545454545454547	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-D-39472-66	TR570B-D	AU7529	39472	1.8545454545454547	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-D-39635-66	TR570B-D	AU7529	39635	1.8545454545454547	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR570B-D-39777-66	TR570B-D	AU7529	39777	1.8545454545454547	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR570BSS-39066-48	TR570BSS	AU4398	39066	2.55	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR665B-40279-64	TR665B	AU6953	40279	2.8333333333333335	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR665B-40279-65	TR665B	AU6953	40279	2.7897435897435896	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR665B-40388-64	TR665B	AU7130	40388	2.8333333333333335	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR665B-40388-65	TR665B	AU7130	40388	2.7897435897435896	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR665B-40477-64	TR665B	AU6953	40477	2.8333333333333335	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR665B-40477-65	TR665B	AU6953	40477	2.7897435897435896	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR665B-40478-64	TR665B	AU6953	40478	2.8333333333333335	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR665B-40478-65	TR665B	AU6953	40478	2.7897435897435896	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR665BP-40580-65	TR665BP	AU6953	40580	2.7897435897435896	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR665BP-40581-65	TR665BP	AU6953	40581	2.7897435897435896	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR665BP-40607-65	TR665BP	AU6953	40607	2.7897435897435896	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR665BP-40608-65	TR665BP	AU7130	40608	2.7897435897435896	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR684B-40610-60	TR684B	AU3426H	40610	2.914285714285714	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR684B-40610-61	TR684B	AU3426H	40610	2.8665105386416863	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR684B-40610-65	TR684B	AU3426H	40610	2.6901098901098903	Jet-01,Jet-02,Jet-03,Jet-04,Jet-09,Jet-10
FF TR684B-40623-60	TR684B	AU3426H	40623	2.914285714285714	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR684B-40623-61	TR684B	AU3426H	40623	2.8665105386416863	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR684B-40623-65	TR684B	AU3426H	40623	2.6901098901098903	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR684B-40760-60	TR684B	AU3426H	40760	2.914285714285714	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR684B-40760-61	TR684B	AU3426H	40760	2.8665105386416863	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
FF TR684B-40760-65	TR684B	AU3426H	40760	2.6901098901098903	Jet-01,Jet-02,Jet-03,Jet-04,Jet-08,Jet-09,Jet-10
