GF AUSR7943D-RS	not used
GF AUSR7943FSPL	not used
GF AUSR7943FSPL-RS	not used
GF AUSR7992-RS	not used
GF WAU4583U	AU4583
GF AU4782KHUSPL	not used
GF AUSR7943GSPL-RS	not used
GF WAU3426H-HYU	AU3426H
GF AUSR7992SPL-RS	not used
GF AUSR7943G-RS	not used
GF AU7130-UN	AU7130
GF WAU2958A-U	AU2958A
GF WAU3426-U	AU3426
GF WAUSR7943D-RS	not used
GF A1148DNONAUTOWT	not used
GF BILLY	not used
GF WAUSR4782D-HEA	not used
GF WAUSR8027	not used
GF AU7389G-HHU	AU7389G
GF WAUSR8044	not used
GF WAUSR8044A	not used
GF WAUSR8045	not used
GF WAUSR8045A	not used
GF AU1148D	not used
GF AU4398C-HHU	AU4398
GF AU7538B-HHU	AU7538B
GF AUSR7843-HU	not used
GF WAUSR2958A-BV	not used
GF WAUSR6783D-LBB	not used
GF WAUSR8049	not used
GF WAUSR8050	not used
GF AU4583-210CHH	AU4583 210
GF AU4782K-HHU	AU4782K
GF AU5429DUHH	AU5429D
GF AU6563U-HH	AU6563
GF WAUSR7843	not used
GF AU4583U-HD	AU4583
GF AU6953U-HH	AU6953
GF AU7389G-UN	AU7389G
GF AUSR7980	AUSR7980
GF AU3426H-HHU	AU3426H
GF AU5429D-HHU586	AU5429D
GF AU2958-HHU	AU2958A
GF AU4782D-HHU	AU4782
GF AU7130-HHU	AU7130
GF AU7389H-HHDU586	AU7389H
GF AUSR8085	NOT USED
GF WAUSR8050B	NOT USED
GF WAUSR7798B	NOT USED
GF AU4398L	NOT USED
GF WAUSR8108	NOT USED
GF AUSR8111A	NOT USED
GF NEOLUXE	NOT USED
GF WAUSR7992	NOT USED
GF WAUSR7992T1	NOT USED
GF WAUSR7992T2	NOT USED
GF WAUSR8103	NOT USED
GF AU5429D-CSH	AU5429D
GF AU5429D-HYO	AU5429D
GF AUSR8099	NOT USED
GF WAUSR8104	NOT USED
GF WAUSR8105	NOT USED
GF WAUSR8115	NOT USED
GF WAUSR8116	NOT USED
GF WAUSR8117	NOT USED
GF AUSR7529-UHH	AU7529
GF 9L44	not used
GF CF5491	not used
GF CF5493	not used
GF NEOLUXE D1	not used
GF WAU5429D-UH	AU5429D
GF WAU7389H-HU	Au7389H
GF WAUSR8110	not used
GF WAUSR8121	not used
GF WAUSR8126	not used
GF AUSR8084A	not used
GF AUSR8099A	not used
GF AUSR8099B	not used
GF AUSR8099C	not used
GF CF5491NAT	not used
GF CF5493NAT	not used
GF AU2958G-HHU	AU2958G
GF SW2839	not used
GF WAUSR8132	not used
GF AUSR8133	not used
GF LYNX D2	not used
GF NEOLUXE D2	not used
GF AUSR7992T2	not used
GF AUSR8120	not used
GF CF5491NAT48	not used
GF CF5493NAT48	not used
GF WAU7389H-HH	AU7389H
GF WAUSR8135	not used
GF AU4398C-AUHD	AU4398
GF AU3426H-AUHD	AU3426H
GF AU4782D-HUREP	AU4782DREP
GF AU5429D-UHDA	AU5429D
GF AU7389G-AUHD	AU7389G
GF AU7389H-AUHD	AU7389H
GF AU7389H-HH	AU7389H
GF AU7538B-AUHD	AU7538B
GF AUSR7992T2A	not used
GF AU2958-HH	AU2958A
GF AU4782D-AUHD	AU4782
GF AU7130-AUHD	AU7130
GF AU7389G-HH	AU7389G
GF WAU4398F-HH	AU4398
