AU2958H	AURA30000	2.72	LINEN	41112	FF AURA30000-41112-60	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-07 Jet-08 Jet-09 Jet-10
AU2958G	AURA30000HH	2.59047619047619	LT FROST BEIGE HL1	38698	FF AURA30000HH-38698-63	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-07 Jet-08 Jet-09 Jet-10
AU5429D	EPIC	2.3572460279248912	GLOBAL BLACK TX7	40362	FF EPIC-40362-67	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU5429D	EPIC	2.3572460279248912	SEA SALT SD4	40617	FF EPIC-40617-67	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-07 Jet-08 Jet-09 Jet-10
AU4782	LYRIC	2.676872607982504	EBONY ZHE	39651	FF LYRIC-39651-59	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRIC	2.5069124423963136	EBONY ZHE	39651	FF LYRIC-39651-63	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRIC	2.467741935483871	EBONY ZHE	39651	FF LYRIC-39651-64	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRIC	2.467741935483871	EBONY ZHE	39651	FF LYRIC-39651-64	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRIC	2.2889200561009817	EBONY ZHE	39651	FF LYRIC-39651-69	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRIC	2.676872607982504	MED SOFT CERAMIC CN4A	39786	FF LYRIC-39786-59	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRIC	2.467741935483871	MED SOFT CERAMIC CN4A	39786	FF LYRIC-39786-64	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRIC	2.2889200561009817	JAVA EL6	40179	FF LYRIC-40179-69	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRIC	2.2889200561009817	LT SLATE KX2	40310	FF LYRIC-40310-69	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRIC	2.2889200561009817	LT STONE 1TB	40367	FF LYRIC-40367-69	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRIC	2.2889200561009817	LIGHT SANDSTONE LU2	40428	FF LYRIC-40428-69	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-08 Jet-09 Jet-10
AU4782	LYRIC 	2.467741935483871	JADE GRAY HY3	39920	FF LYRIC -39920-64	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782K	LYRICHELHS	2.5069124423963136	EBONY ZHE	39651	FF LYRICHELHS-39651-63	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782K	LYRICHELHS	2.5069124423963136	LT SANDSTONE 	40428	FF LYRICHELHS-40428-63	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782K	LYRICHELHS	2.5069124423963136	CREAMA HV1	41114	FF LYRICHELHS-41114-63	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICP	2.467741935483871	MED SOFT CERAMIC CN4A	39786	FF LYRICP-39786-64	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICP	2.5069124423963136	EBONY ZHE	39870	FF LYRICP-39870-63	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICP	2.8715542521994135	JADE GRAY HY3	40123	FF LYRICP-40123-55	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICP	2.589106292966684	JADE GRAY HY3	40123	FF LYRICP-40123-61	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICP	2.8715542521994135	CAPPUCCINO GU3	40153	FF LYRICP-40153-55	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICP	2.5069124423963136	CAPPUCCINO GU3	40153	FF LYRICP-40153-63	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICP	2.8715542521994135	LIGHT SLATE KX2	40492	FF LYRICP-40492-55	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICP	2.589106292966684	LIGHT SLATE KX2	40492	FF LYRICP-40492-61	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICP	2.8715542521994135	EBONY ZHE	40542	FF LYRICP-40542-55	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICP	2.589106292966684	EBONY ZHE NYX	40542	FF LYRICP-40542-61	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICP	2.8715542521994135	LIGHT SANDSTONE LU2	40568	FF LYRICP-40568-55	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICP	2.589106292966684	LIGHT SANDSTONE LU2	40568	FF LYRICP-40568-61	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782K	LYRICPHE	2.5069124423963136	LT SLATE KX2	40492	FF LYRICPHE-40492-63	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782K	LYRICPHE	2.5069124423963136	LT SANDSTONE LU2	40568	FF LYRICPHE-40568-63	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782K	LYRICPHE	2.5069124423963136	CASHMERE 5V0	40573	FF LYRICPHE-40573-63	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782K	LYRICPHELHS	2.5069124423963136	EBONY ZHE	39870	FF LYRICPHELHS-39870-63	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICPT	2.589106292966684	COFFEE DJ9	39919	FF LYRICPT-39919-61	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICPT	2.589106292966684	EBONY ZHE	40042	FF LYRICPT-40042-61	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782DREP	LYRICR	2.467741935483871	LT SPACE GREY 1Y1	40582	FF LYRICR-40582-64	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782DREP	LYRICR	2.467741935483871	EBONY ZHE	40614	FF LYRICR-40614-64	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782DREP	LYRICRSS	2.467741935483871	LT SPACE GREY	40582	FF LYRICRSS-40582-64	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICSS	2.467741935483871	CAPPUCINO GU3	39825	FF LYRICSS-39825-64	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU4782	LYRICSS	2.467741935483871	JADE GRAY HY3	39920	FF LYRICSS-39920-64	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU3426	MESA	3.6266666666666665	LIGHT GRAY KZ22A	39307	FF MESA-39307-45	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-08 Jet-09 Jet-10
AU3426	MESA	2.632258064516129	LIGHT GRAY KZ22A	39307	FF MESA-39307-62	1.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-08 Jet-09 Jet-10
AU3426	MESA	2.9405405405405407	MID GRAY KZ67	39327	FF MESA-39327-55.5	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU3426	MESA	2.8137931034482753	MID GRAY KZ67	39327	FF MESA-39327-58	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU3426H	MESA	2.632258064516129	MID GRAY KZ67	39327	FF MESA-39327-62	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU3426 WIDE	MESA	2.59047619047619	MID GRAY KZ67	39327	FF MESA-39327-63	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU3426	MESASS	3.6266666666666665	MID GRAY KZ67	39833	FF MESASS-39833-45	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU3426 WIDE	MESA	2.4727272727272727	MID GRAY KZ67	39327	FF MESA-39327-66	2.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU3426	MESA	3.6266666666666665	BLACK KGR0	40241	FF MESA-40241-45	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU3426 WIDE	MESA	2.72	BLACK KGR0	40241	FF MESA-40241-60	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
AU3426H	MESA	2.632258064516129	BLACK KG0R	40241	FF MESA-40241-62	3.0	Jet-01 Jet-02 Jet-03 Jet-04 Jet-09 Jet-10
